expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado
EXP-03560,BUENAVENTURA,VIF,Juzgado_3_Familia,2021,89,0.95,2,0,133,1
EXP-03561,EL CERRITO,ALIMENTOS,Juzgado_2_Familia,2023,41,1.2,3,0,205,0
EXP-03562,CANDELARIA,VIF,Juzgado_2_Familia,2022,48,1.2,3,0,185,1
EXP-03563,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,48,1.25,8,1,502,1
EXP-03564,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,58,1.05,7,1,408,1
EXP-03565,BUENAVENTURA,VIF,Comisaria_2_Familia,2021,89,0.9,3,0,108,1
EXP-03566,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,48,1.25,2,1,123,0
EXP-03567,PRADERA,VIF,Juzgado_Penal_Municipal_1,2024,38,1.25,9,0,398,1
EXP-03568,CALI,VIF,Juzgado_1_Familia,2022,82,1.35,9,0,363,1
EXP-03569,TULUA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,71,1.2,7,0,377,0
EXP-03570,BUENAVENTURA,ALIMENTOS,Comisaria_2_Familia,2022,89,0.9,6,0,281,1
EXP-03571,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2024,33,1.35,6,1,429,1
EXP-03572,FLORIDA,VIF,Juzgado_Penal_Municipal_2,2020,44,1.05,5,0,248,1
EXP-03573,SEVILLA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,35,1.2,8,0,341,1
EXP-03574,JAMUNDI,VIF,Comisaria_2_Familia,2024,67,0.9,4,0,237,1
EXP-03575,TULUA,SUSTANCIAS,Comisaria_2_Familia,2023,71,0.9,6,0,307,1
EXP-03576,CARTAGO,SUSTANCIAS,Juzgado_3_Familia,2021,58,0.95,7,0,371,1
EXP-03577,FLORIDA,ALIMENTOS,Juzgado_3_Familia,2024,44,0.95,3,0,265,1
EXP-03578,PRADERA,ALIMENTOS,Juzgado_3_Familia,2021,38,0.95,5,0,220,1
EXP-03579,FLORIDA,VIF,Juzgado_2_Familia,2022,44,1.2,5,0,314,1
EXP-03580,TULUA,VIF,Comisaria_1_Familia,2024,71,1.1,5,0,299,1
EXP-03581,BUENAVENTURA,ALIMENTOS,Juzgado_2_Familia,2022,89,1.2,7,0,329,1
EXP-03582,YUMBO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,62,1.05,3,0,200,0
EXP-03583,YUMBO,ALIMENTOS,Comisaria_2_Familia,2022,62,0.9,7,1,414,1
EXP-03584,CARTAGO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,58,1.05,5,0,223,1
EXP-03585,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,89,1.25,7,0,336,1
EXP-03586,YUMBO,ALIMENTOS,Juzgado_1_Familia,2024,62,1.35,12,1,799,1
EXP-03587,PRADERA,ALIMENTOS,Juzgado_1_Familia,2022,38,1.35,10,0,424,1
EXP-03588,PALMIRA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2021,74,0.95,10,0,423,1
EXP-03589,GUADALAJARA DE BUGA,VIF,Comisaria_1_Familia,2023,53,1.1,1,0,180,1
EXP-03590,CALI,ALIMENTOS,Juzgado_2_Familia,2023,82,1.2,4,0,230,0
EXP-03591,SEVILLA,ALIMENTOS,Juzgado_2_Familia,2023,35,1.2,7,0,366,1
EXP-03592,CALI,VIF,Juzgado_Penal_Municipal_1,2024,82,1.25,1,0,162,1
EXP-03593,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2023,89,1.35,9,1,646,1
EXP-03594,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,53,1.25,8,1,536,1
EXP-03595,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,38,1.05,8,1,534,1
EXP-03596,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,48,1.05,8,0,313,1
EXP-03597,CARTAGO,SUSTANCIAS,Comisaria_2_Familia,2022,58,0.9,4,0,250,1
EXP-03598,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,82,1.1,7,0,348,1
EXP-03599,SEVILLA,VIF,Juzgado_Penal_Municipal_1,2020,35,1.25,5,0,246,1
EXP-03600,FLORIDA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,44,1.35,9,0,450,1
EXP-03601,CANDELARIA,VIF,Juzgado_2_Familia,2023,48,1.2,4,0,180,0
EXP-03602,JAMUNDI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,67,1.1,14,1,837,1
EXP-03603,JAMUNDI,VIF,Juzgado_3_Familia,2024,67,0.95,5,0,258,1
EXP-03604,CALI,VIF,Comisaria_2_Familia,2024,82,0.9,3,0,171,1
EXP-03605,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,82,0.95,4,1,299,1
EXP-03606,CARTAGO,VIF,Juzgado_2_Familia,2024,58,1.2,4,0,213,1
EXP-03607,YUMBO,ALIMENTOS,Comisaria_1_Familia,2023,62,1.1,7,1,491,1
EXP-03608,PRADERA,ALIMENTOS,Comisaria_2_Familia,2024,38,0.9,2,0,169,0
EXP-03609,BUENAVENTURA,ALIMENTOS,Comisaria_1_Familia,2020,89,1.1,6,1,364,1
EXP-03610,CALI,ALIMENTOS,Juzgado_2_Familia,2024,82,1.2,10,0,466,1
EXP-03611,CARTAGO,SUSTANCIAS,Juzgado_Penal_Municipal_1,2021,58,1.25,7,0,304,1
EXP-03612,FLORIDA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,44,1.1,9,1,688,1
EXP-03613,PRADERA,VIF,Juzgado_Penal_Municipal_2,2023,38,1.05,3,0,165,1
EXP-03614,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,89,1.05,6,0,361,1
EXP-03615,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_2_Familia,2024,53,0.9,3,0,186,0
EXP-03616,JAMUNDI,VIF,Juzgado_Penal_Municipal_2,2021,67,1.05,4,0,193,1
EXP-03617,BUENAVENTURA,VIF,Comisaria_1_Familia,2024,89,1.1,2,0,259,1
EXP-03618,CARTAGO,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,58,1.25,8,0,373,1
EXP-03619,CARTAGO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,58,1.2,6,0,290,1
EXP-03620,CALI,VIF,Juzgado_2_Familia,2022,82,1.2,4,0,263,1
EXP-03621,GUADALAJARA DE BUGA,VIF,Juzgado_1_Familia,2023,53,1.35,6,0,234,1
EXP-03622,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,67,1.05,4,0,229,1
EXP-03623,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,41,1.05,5,0,234,0
EXP-03624,JAMUNDI,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,67,1.25,4,0,188,1
EXP-03625,CALI,ALIMENTOS,Comisaria_1_Familia,2023,82,1.1,10,0,420,1
EXP-03626,JAMUNDI,ALIMENTOS,Juzgado_2_Familia,2024,67,1.2,3,1,237,1
EXP-03627,CARTAGO,VIF,Juzgado_Penal_Municipal_1,2020,58,1.25,3,0,182,1
EXP-03628,TULUA,VIF,Juzgado_Penal_Municipal_1,2021,71,1.25,9,0,348,1
EXP-03629,PALMIRA,VIF,Comisaria_2_Familia,2024,74,0.9,4,0,162,1
EXP-03630,YUMBO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,62,0.95,7,0,308,1
EXP-03631,SEVILLA,VIF,Comisaria_2_Familia,2023,35,0.9,5,0,242,1
EXP-03632,PALMIRA,VIF,Comisaria_2_Familia,2023,74,0.9,5,0,252,1
EXP-03633,FLORIDA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,44,0.9,3,1,351,0
EXP-03634,ZARZAL,ALIMENTOS,Comisaria_2_Familia,2021,33,0.9,2,1,301,1
EXP-03635,CANDELARIA,VIF,Comisaria_1_Familia,2024,48,1.1,7,0,348,1
EXP-03636,EL CERRITO,SUSTANCIAS,Juzgado_Penal_Municipal_2,2024,41,1.05,4,0,238,0
EXP-03637,CANDELARIA,VIF,Juzgado_1_Familia,2022,48,1.35,4,0,284,1
EXP-03638,CARTAGO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,58,0.9,6,0,283,1
EXP-03639,PRADERA,VIF,Comisaria_1_Familia,2024,38,1.1,5,0,281,1
EXP-03640,JAMUNDI,VIF,Juzgado_1_Familia,2022,67,1.35,5,0,287,1
EXP-03641,ZARZAL,VIF,Comisaria_2_Familia,2023,33,0.9,6,0,309,1
EXP-03642,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,44,1.05,4,0,181,1
EXP-03643,EL CERRITO,ALIMENTOS,Comisaria_1_Familia,2023,41,1.1,1,1,215,0
EXP-03644,JAMUNDI,VIF,Juzgado_Penal_Municipal_1,2024,67,1.25,3,0,102,0
EXP-03645,EL CERRITO,VIF,Juzgado_2_Familia,2024,41,1.2,7,0,316,1
EXP-03646,CANDELARIA,VIF,Juzgado_3_Familia,2024,48,0.95,5,0,165,0
EXP-03647,TULUA,SUSTANCIAS,Comisaria_1_Familia,2024,71,1.1,8,0,341,1
EXP-03648,CARTAGO,VIF,Juzgado_1_Familia,2022,58,1.35,5,0,227,1
EXP-03649,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,74,1.25,12,1,746,1
EXP-03650,CARTAGO,ALIMENTOS,Juzgado_1_Familia,2024,58,1.35,11,0,467,1
EXP-03651,BUENAVENTURA,VIF,Comisaria_2_Familia,2023,89,0.9,5,0,361,1
EXP-03652,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,33,1.05,5,0,216,0
EXP-03653,ZARZAL,ALIMENTOS,Juzgado_3_Familia,2023,33,0.95,3,0,220,1
EXP-03654,PALMIRA,VIF,Comisaria_1_Familia,2024,74,1.1,7,0,266,1
EXP-03655,YUMBO,SUSTANCIAS,Comisaria_1_Familia,2022,62,1.1,4,0,231,1
EXP-03656,CARTAGO,SUSTANCIAS,Comisaria_2_Familia,2020,58,0.9,7,0,378,1
EXP-03657,SEVILLA,ALIMENTOS,Juzgado_3_Familia,2022,35,0.95,2,1,203,0
EXP-03658,EL CERRITO,SUSTANCIAS,Juzgado_Penal_Municipal_2,2021,41,1.05,4,0,267,1
EXP-03659,YUMBO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,62,0.9,6,0,308,1
EXP-03660,PRADERA,SUSTANCIAS,Comisaria_2_Familia,2023,38,0.9,4,0,241,1
EXP-03661,SEVILLA,VIF,Juzgado_Penal_Municipal_1,2023,35,1.25,5,0,268,1
EXP-03662,FLORIDA,VIF,Comisaria_1_Familia,2023,44,1.1,2,0,111,0
EXP-03663,ZARZAL,VIF,Juzgado_Penal_Municipal_2,2022,33,1.05,1,0,76,0
EXP-03664,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,33,1.25,5,0,291,1
EXP-03665,SEVILLA,VIF,Comisaria_2_Familia,2021,35,0.9,2,0,51,1
EXP-03666,CALI,ALIMENTOS,Juzgado_1_Familia,2021,82,1.35,5,1,380,0
EXP-03667,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,44,1.05,5,0,144,1
EXP-03668,FLORIDA,VIF,Juzgado_Penal_Municipal_2,2020,44,1.05,5,0,168,1
EXP-03669,CARTAGO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,58,1.35,9,0,444,1
EXP-03670,YUMBO,ALIMENTOS,Juzgado_3_Familia,2024,62,0.95,5,1,267,1
EXP-03671,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2020,53,0.95,6,0,320,1
EXP-03672,PRADERA,VIF,Comisaria_1_Familia,2024,38,1.1,3,0,124,0
EXP-03673,EL CERRITO,VIF,Juzgado_1_Familia,2021,41,1.35,6,0,277,1
EXP-03674,TULUA,ALIMENTOS,Comisaria_1_Familia,2021,71,1.1,6,0,276,1
EXP-03675,PRADERA,ALIMENTOS,Juzgado_3_Familia,2021,38,0.95,7,0,319,1
EXP-03676,FLORIDA,ALIMENTOS,Comisaria_2_Familia,2024,44,0.9,3,0,195,1
EXP-03677,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,67,1.35,8,0,441,1
EXP-03678,CARTAGO,VIF,Comisaria_1_Familia,2021,58,1.1,3,0,122,0
EXP-03679,CARTAGO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2021,58,1.1,9,1,582,1
EXP-03680,YUMBO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2021,62,1.1,6,0,295,1
EXP-03681,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,82,1.05,8,0,350,1
EXP-03682,FLORIDA,VIF,Comisaria_2_Familia,2023,44,0.9,4,0,122,1
EXP-03683,PALMIRA,ALIMENTOS,Juzgado_2_Familia,2024,74,1.2,7,0,333,1
EXP-03684,SEVILLA,SUSTANCIAS,Comisaria_1_Familia,2024,35,1.1,7,0,331,1
EXP-03685,YUMBO,VIF,Comisaria_1_Familia,2021,62,1.1,6,0,308,1
EXP-03686,TULUA,VIF,Juzgado_2_Familia,2024,71,1.2,6,0,337,1
EXP-03687,BUENAVENTURA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,89,0.9,7,0,390,1
EXP-03688,CARTAGO,VIF,Juzgado_2_Familia,2023,58,1.2,5,0,174,1
EXP-03689,TULUA,ALIMENTOS,Juzgado_3_Familia,2024,71,0.95,9,0,387,1
EXP-03690,FLORIDA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,44,1.35,11,0,474,1
EXP-03691,CALI,VIF,Juzgado_Penal_Municipal_2,2022,82,1.05,7,0,275,0
EXP-03692,CALI,VIF,Juzgado_3_Familia,2024,82,0.95,7,0,339,1
EXP-03693,PRADERA,VIF,Juzgado_3_Familia,2021,38,0.95,7,0,266,1
EXP-03694,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,67,0.95,7,0,339,0
EXP-03695,CARTAGO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,58,1.1,6,0,280,1
EXP-03696,PALMIRA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,74,1.35,8,0,430,1
EXP-03697,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,74,1.25,3,0,215,1
EXP-03698,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,41,1.05,5,0,273,1
EXP-03699,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,82,1.05,2,0,186,1
EXP-03700,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,82,1.25,5,0,191,1
EXP-03701,JAMUNDI,VIF,Juzgado_Penal_Municipal_1,2024,67,1.25,1,0,30,1
EXP-03702,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,35,1.25,5,0,179,0
EXP-03703,SEVILLA,VIF,Comisaria_2_Familia,2021,35,0.9,2,0,190,1
EXP-03704,PALMIRA,ALIMENTOS,Comisaria_1_Familia,2023,74,1.1,7,0,338,1
EXP-03705,CARTAGO,ALIMENTOS,Juzgado_1_Familia,2020,58,1.35,10,0,482,1
EXP-03706,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,82,1.05,6,1,368,1
EXP-03707,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2020,35,1.35,8,0,390,1
EXP-03708,PALMIRA,VIF,Comisaria_1_Familia,2024,74,1.1,5,0,214,1
EXP-03709,CARTAGO,VIF,Comisaria_1_Familia,2024,58,1.1,6,0,267,1
EXP-03710,CARTAGO,VIF,Juzgado_1_Familia,2022,58,1.35,9,0,374,1
EXP-03711,TULUA,ALIMENTOS,Juzgado_3_Familia,2024,71,0.95,1,1,114,0
EXP-03712,ZARZAL,VIF,Juzgado_3_Familia,2023,33,0.95,3,0,116,1
EXP-03713,PALMIRA,VIF,Juzgado_2_Familia,2024,74,1.2,7,0,315,1
EXP-03714,FLORIDA,VIF,Juzgado_Penal_Municipal_2,2022,44,1.05,8,0,369,1
EXP-03715,PRADERA,ALIMENTOS,Comisaria_1_Familia,2024,38,1.1,7,0,385,1
EXP-03716,ZARZAL,SUSTANCIAS,Juzgado_Penal_Municipal_2,2021,33,1.05,1,0,170,1
EXP-03717,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,48,0.95,4,0,222,1
EXP-03718,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,67,1.25,2,0,104,0
EXP-03719,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,82,1.2,5,0,251,1
EXP-03720,CARTAGO,ALIMENTOS,Juzgado_2_Familia,2022,58,1.2,5,0,291,1
EXP-03721,SEVILLA,VIF,Juzgado_1_Familia,2021,35,1.35,7,0,321,1
EXP-03722,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,48,1.05,6,0,361,1
EXP-03723,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,67,1.25,6,0,309,1
EXP-03724,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,53,1.05,8,0,325,1
EXP-03725,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,53,1.25,8,0,377,1
EXP-03726,SEVILLA,ALIMENTOS,Juzgado_3_Familia,2024,35,0.95,5,1,319,1
EXP-03727,CARTAGO,ALIMENTOS,Juzgado_3_Familia,2024,58,0.95,8,1,492,1
EXP-03728,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2023,48,1.2,7,0,288,1
EXP-03729,SEVILLA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2020,35,0.95,2,1,210,1
EXP-03730,FLORIDA,ALIMENTOS,Juzgado_2_Familia,2023,44,1.2,6,0,365,1
EXP-03731,CARTAGO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,58,1.1,6,1,427,1
EXP-03732,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_1,2021,53,1.25,5,0,246,1
EXP-03733,YUMBO,VIF,Juzgado_Penal_Municipal_2,2022,62,1.05,2,0,146,1
EXP-03734,CALI,VIF,Comisaria_1_Familia,2022,82,1.1,8,0,273,1
EXP-03735,CALI,VIF,Comisaria_2_Familia,2022,82,0.9,4,0,242,1
EXP-03736,PALMIRA,VIF,Comisaria_1_Familia,2022,74,1.1,5,0,240,0
EXP-03737,YUMBO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,62,1.2,5,0,265,0
EXP-03738,BUENAVENTURA,VIF,Juzgado_2_Familia,2024,89,1.2,6,0,256,1
EXP-03739,FLORIDA,ALIMENTOS,Comisaria_1_Familia,2024,44,1.1,9,0,435,1
EXP-03740,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,53,0.9,6,0,324,1
EXP-03741,FLORIDA,VIF,Juzgado_Penal_Municipal_1,2021,44,1.25,3,0,211,1
EXP-03742,PALMIRA,VIF,Juzgado_Penal_Municipal_2,2024,74,1.05,4,0,217,1
EXP-03743,CANDELARIA,VIF,Comisaria_2_Familia,2024,48,0.9,3,0,129,0
EXP-03744,YUMBO,VIF,Juzgado_Penal_Municipal_2,2024,62,1.05,5,0,221,1
EXP-03745,YUMBO,SUSTANCIAS,Juzgado_2_Familia,2020,62,1.2,6,0,306,1
EXP-03746,ZARZAL,VIF,Comisaria_2_Familia,2023,33,0.9,3,0,174,1
EXP-03747,BUENAVENTURA,VIF,Comisaria_2_Familia,2024,89,0.9,3,0,180,1
EXP-03748,FLORIDA,VIF,Juzgado_Penal_Municipal_1,2023,44,1.25,5,0,244,1
EXP-03749,GUADALAJARA DE BUGA,VIF,Comisaria_1_Familia,2024,53,1.1,6,0,227,1
EXP-03750,BUENAVENTURA,SUSTANCIAS,Comisaria_2_Familia,2023,89,0.9,5,0,296,1
EXP-03751,SEVILLA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,35,1.2,5,0,306,1
EXP-03752,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,41,1.35,10,1,702,1
EXP-03753,ZARZAL,VIF,Juzgado_Penal_Municipal_2,2023,33,1.05,3,0,167,1
EXP-03754,BUENAVENTURA,ALIMENTOS,Comisaria_1_Familia,2020,89,1.1,10,0,453,1
EXP-03755,CANDELARIA,VIF,Juzgado_Penal_Municipal_1,2020,48,1.25,4,0,257,1
EXP-03756,BUENAVENTURA,VIF,Juzgado_3_Familia,2024,89,0.95,6,0,247,1
EXP-03757,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,74,1.25,10,0,459,1
EXP-03758,YUMBO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,62,1.35,10,1,623,0
EXP-03759,SEVILLA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,35,0.9,1,1,65,1
EXP-03760,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,58,1.25,11,1,709,1
EXP-03761,CALI,VIF,Juzgado_1_Familia,2023,82,1.35,10,0,512,1
EXP-03762,ZARZAL,VIF,Comisaria_1_Familia,2021,33,1.1,7,0,313,1
EXP-03763,FLORIDA,VIF,Juzgado_Penal_Municipal_2,2023,44,1.05,5,0,185,1
EXP-03764,CALI,ALIMENTOS,Juzgado_2_Familia,2022,82,1.2,5,0,222,1
EXP-03765,TULUA,ALIMENTOS,Juzgado_3_Familia,2024,71,0.95,8,0,359,1
EXP-03766,PRADERA,ALIMENTOS,Juzgado_3_Familia,2021,38,0.95,4,1,232,1
EXP-03767,JAMUNDI,VIF,Juzgado_2_Familia,2024,67,1.2,3,0,201,1
EXP-03768,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,35,1.25,7,1,413,1
EXP-03769,TULUA,ALIMENTOS,Juzgado_3_Familia,2023,71,0.95,5,1,369,0
EXP-03770,YUMBO,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,62,1.25,6,0,306,1
EXP-03771,JAMUNDI,VIF,Juzgado_2_Familia,2022,67,1.2,5,0,274,1
EXP-03772,BUENAVENTURA,VIF,Juzgado_2_Familia,2023,89,1.2,6,0,280,1
EXP-03773,JAMUNDI,ALIMENTOS,Comisaria_2_Familia,2022,67,0.9,4,0,130,0
EXP-03774,EL CERRITO,VIF,Juzgado_Penal_Municipal_1,2022,41,1.25,4,0,256,1
EXP-03775,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,89,1.25,5,1,386,1
EXP-03776,ZARZAL,ALIMENTOS,Juzgado_3_Familia,2024,33,0.95,4,0,185,1
EXP-03777,FLORIDA,VIF,Juzgado_2_Familia,2023,44,1.2,5,0,310,1
EXP-03778,PRADERA,ALIMENTOS,Comisaria_2_Familia,2024,38,0.9,1,1,142,0
EXP-03779,CALI,ALIMENTOS,Juzgado_2_Familia,2022,82,1.2,6,0,378,1
EXP-03780,SEVILLA,VIF,Juzgado_3_Familia,2024,35,0.95,3,0,216,1
EXP-03781,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,44,1.25,6,1,383,1
EXP-03782,CARTAGO,ALIMENTOS,Juzgado_2_Familia,2022,58,1.2,8,0,341,1
EXP-03783,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,44,1.25,5,0,162,0
EXP-03784,PALMIRA,ALIMENTOS,Comisaria_2_Familia,2023,74,0.9,5,0,308,1
EXP-03785,CARTAGO,VIF,Juzgado_Penal_Municipal_2,2022,58,1.05,2,0,135,1
EXP-03786,CANDELARIA,SUSTANCIAS,Juzgado_3_Familia,2023,48,0.95,2,0,184,1
EXP-03787,JAMUNDI,VIF,Juzgado_2_Familia,2021,67,1.2,5,0,275,1
EXP-03788,CANDELARIA,VIF,Juzgado_3_Familia,2024,48,0.95,2,0,141,1
EXP-03789,CALI,ALIMENTOS,Comisaria_1_Familia,2024,82,1.1,5,1,354,1
EXP-03790,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2024,67,1.35,3,1,267,0
EXP-03791,BUENAVENTURA,SUSTANCIAS,Comisaria_2_Familia,2021,89,0.9,7,0,346,1
EXP-03792,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2022,41,1.35,9,0,399,1
EXP-03793,CALI,VIF,Juzgado_2_Familia,2022,82,1.2,6,0,307,1
EXP-03794,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,41,1.35,4,1,224,0
EXP-03795,TULUA,VIF,Juzgado_2_Familia,2021,71,1.2,5,0,254,1
EXP-03796,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2021,67,1.35,5,0,321,0
EXP-03797,CALI,VIF,Juzgado_Penal_Municipal_2,2023,82,1.05,4,0,176,1
EXP-03798,PRADERA,ALIMENTOS,Juzgado_1_Familia,2023,38,1.35,8,0,397,0
EXP-03799,FLORIDA,ALIMENTOS,Juzgado_3_Familia,2024,44,0.95,4,1,343,1
EXP-03800,SEVILLA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2023,35,1.25,4,0,176,1
EXP-03801,FLORIDA,VIF,Comisaria_1_Familia,2021,44,1.1,2,0,169,1
EXP-03802,ZARZAL,VIF,Juzgado_3_Familia,2021,33,0.95,3,0,146,1
EXP-03803,FLORIDA,SUSTANCIAS,Juzgado_2_Familia,2022,44,1.2,2,0,117,1
EXP-03804,CALI,VIF,Juzgado_Penal_Municipal_2,2021,82,1.05,4,0,169,1
EXP-03805,BUENAVENTURA,ALIMENTOS,Comisaria_2_Familia,2023,89,0.9,6,0,310,1
EXP-03806,FLORIDA,VIF,Juzgado_2_Familia,2022,44,1.2,4,0,230,1
EXP-03807,PALMIRA,ALIMENTOS,Juzgado_1_Familia,2024,74,1.35,13,0,586,1
EXP-03808,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,33,1.05,10,1,565,1
EXP-03809,ZARZAL,ALIMENTOS,Comisaria_2_Familia,2021,33,0.9,4,1,270,1
EXP-03810,EL CERRITO,ALIMENTOS,Juzgado_2_Familia,2023,41,1.2,9,1,614,1
EXP-03811,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,53,1.2,6,0,305,1
EXP-03812,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,41,1.05,6,0,284,1
EXP-03813,BUENAVENTURA,VIF,Comisaria_1_Familia,2023,89,1.1,8,0,400,1
EXP-03814,CARTAGO,ALIMENTOS,Juzgado_2_Familia,2023,58,1.2,8,0,399,1
EXP-03815,CARTAGO,SUSTANCIAS,Comisaria_2_Familia,2020,58,0.9,5,0,239,1
EXP-03816,CANDELARIA,VIF,Comisaria_1_Familia,2024,48,1.1,3,0,190,1
EXP-03817,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,48,1.05,7,0,324,1
EXP-03818,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2023,89,1.05,7,0,352,1
EXP-03819,EL CERRITO,VIF,Juzgado_Penal_Municipal_2,2022,41,1.05,5,0,220,1
EXP-03820,CANDELARIA,SUSTANCIAS,Juzgado_Penal_Municipal_2,2022,48,1.05,5,0,247,1
EXP-03821,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,62,1.25,4,0,229,0
EXP-03822,TULUA,SUSTANCIAS,Juzgado_3_Familia,2023,71,0.95,4,0,230,1
